Position,Acceptor_Ref,Donor_Ref
3474,1.0832599e-08,6.7413084e-09
3475,1.07896675e-07,2.2364036e-07
3476,7.072599e-07,4.09998e-08
3477,3.8370845e-07,5.923327e-07
3478,3.231226e-08,3.6598557e-08
3479,4.250959e-08,8.9632536e-08
3480,3.701221e-08,4.2987402e-08
3481,5.2813768e-08,6.483784e-08
3482,2.7444207e-08,2.6067166e-08
3483,1.4822135e-08,1.9145364e-07
3484,3.1041924e-07,4.5411575e-08
3485,5.2326406e-08,3.2718226e-08
3486,7.7795946e-08,1.4285723e-07
3487,1.1950115e-06,6.3715885e-07
3488,1.2924355e-07,1.5974999e-07
3489,1.00567185e-07,5.5141378e-08
3490,3.332234e-08,4.4759794e-08
3491,2.0840253e-06,1.359386e-07
3492,5.6644325e-08,1.306366e-07
3493,1.3096702e-07,1.16535844e-07
3494,8.118908e-08,7.524524e-08
3495,2.4977953e-07,1.1147547e-07
3496,1.659378e-07,5.626854e-08
3497,1.6760754e-06,2.9713723e-07
3498,9.55666e-08,2.2787564e-08
3499,1.03126794e-07,6.531384e-08
3500,4.811589e-08,7.079221e-08
3501,3.0073135e-08,8.9519766e-08
3502,5.218849e-07,2.0324174e-07
3503,2.380707e-08,3.1627405e-07
3504,1.8080736e-06,1.516971e-07
3505,5.4533224e-08,2.2825713e-08
3506,3.981316e-07,5.4432782e-08
3507,1.9658265e-07,5.0172497e-07
3508,4.3647543e-07,5.2720498e-08
3509,1.7963556e-07,1.09935186e-07
3510,9.848702e-07,2.1349999e-07
3511,1.2570406e-06,6.25841e-08
3512,1.2825096e-07,8.58773e-08
3513,3.9094667e-07,3.3374758e-07
3514,1.4310666e-07,1.1802799e-08
3515,1.0291571e-06,1.7287871e-07
3516,2.8927113e-07,2.0906835e-08
3517,4.567027e-07,1.4942755e-07
3518,1.0657318e-07,3.9046913e-08
3519,1.6625377e-07,1.3955737e-07
3520,9.997234e-07,1.2862125e-07
3521,3.436309e-07,1.2229947e-07
3522,9.36781e-08,6.087829e-08
3523,3.5245486e-07,3.00451e-07
3524,1.04433425e-07,4.099435e-08
3525,2.3738491e-07,6.737314e-08
3526,2.4686238e-07,2.6897826e-08
3527,6.878429e-08,3.2500895e-07
3528,9.440735e-07,9.5804545e-08
3529,1.394084e-07,6.690074e-08
3530,1.13479096e-07,3.5416782e-08
3531,2.2405284e-07,1.5603347e-07
3532,6.080087e-08,5.034733e-08
3533,0.0012417374,1.8615665e-05
3534,2.7340394e-07,5.5976244e-08
3535,1.7333569e-07,1.273815e-08
3536,7.6447975e-07,4.2612765e-08
3537,5.867998e-07,6.1234493e-07
3538,4.7204284e-07,3.044152e-08
3539,1.1036251e-07,1.4775613e-07
3540,4.7624957e-07,4.7514717e-08
3541,1.610106e-07,5.0717738e-08
3542,3.424277e-07,8.308196e-08
3543,6.380209e-07,7.011134e-07
3544,2.542923e-07,3.387483e-08
3545,2.6362488e-05,4.0739314e-07
3546,4.239576e-07,2.0939263e-08
3547,6.617073e-07,2.0803095e-07
3548,7.898391e-08,4.7534673e-08
3549,7.435427e-07,1.14437896e-07
3550,2.8597904e-07,3.3989796e-08
3551,9.0574594e-07,2.8855067e-07
3552,3.17289e-07,9.095764e-08
3553,5.9754024e-07,4.8782266e-07
3554,2.3647526e-07,2.5976021e-08
3555,9.586215e-07,2.4435744e-07
3556,4.9662646e-07,3.802108e-08
3557,1.2706196e-06,4.90416e-07
3558,1.1087498e-06,1.2129463e-07
3559,9.371005e-07,1.3585935e-07
3560,2.2854246e-07,1.4278274e-07
3561,3.762135e-06,9.985742e-08
3562,2.565705e-07,4.0447357e-08
3563,5.396876e-06,2.5628123e-07
3564,6.6633283e-06,3.8078923e-08
3565,6.467879e-06,1.2814625e-07
3566,2.9645287e-06,1.6607143e-07
3567,5.796928e-05,7.992577e-07
3568,7.6066914e-07,9.015835e-08
3569,9.868776e-06,3.8646417e-07
3570,3.454073e-06,7.500434e-07
3571,0.0018287314,3.7944378e-06
3572,2.9760372e-07,1.0339386e-07
3573,8.65071e-06,4.461252e-07
3574,5.3167983e-06,2.0500764e-07
3575,2.2490808e-06,3.5257278e-07
3576,9.027967e-06,6.36638e-07
3577,0.010245817,4.7775475e-06
3578,8.532721e-06,1.1320183e-06
3579,4.3691973e-05,1.6754635e-06
3580,6.901376e-06,2.0567804e-06
3581,2.0075058e-06,1.4376e-06
3582,4.9891446e-06,5.4432564e-07
3583,2.2896376e-05,1.2491377e-06
3584,4.8795253e-05,6.764434e-07
3585,1.8906572e-05,1.0032388e-06
3586,1.8663311e-05,1.698025e-06
3587,4.3556654e-05,6.3955813e-06
3588,8.1900536e-05,7.247298e-07
3589,2.8667564e-05,4.3252758e-06
3590,0.8859973,0.00015691214
3591,5.6048913e-05,1.974738e-06
3592,6.6481794e-06,1.0564183e-06
3593,9.019664e-06,6.808227e-06
3594,5.5848827e-06,3.0030449e-06
3595,8.846511e-05,5.010892e-06
3596,0.0012874093,1.1174196e-05
3597,0.0015826318,1.8150138e-05
3598,4.5088083e-05,2.97172e-06
3599,1.7403512e-05,3.4736495e-06
3600,5.8822574e-05,3.2162945e-06
3601,2.5969708e-05,3.4025738e-06
3602,4.1929532e-05,3.918679e-06
3603,2.0363947e-05,1.4993223e-06
3604,3.9630263e-06,1.8577819e-06
3605,0.00051617983,1.8077071e-06
3606,6.1641636e-06,6.16707e-07
3607,4.689463e-06,1.89775e-06
3608,4.838811e-06,1.3390987e-06
3609,3.2017444e-06,2.9148764e-06
3610,1.3248432e-06,2.9492746e-06
3611,1.0685949e-05,4.4765346e-07
3612,3.3548117e-06,2.4568993e-07
3613,2.715371e-06,6.9689363e-06
3614,8.359153e-06,3.3169917e-07
3615,2.2286704e-06,1.8215587e-07
3616,5.310978e-07,7.477544e-07
3617,3.074852e-06,1.4103182e-06
3618,5.3719725e-07,1.1695564e-06
3619,2.216066e-07,7.177738e-07
3620,2.2179456e-06,7.2592053e-07
3621,7.3760484e-06,5.380859e-07
3622,2.2489912e-06,7.833839e-07
3623,6.7715728e-06,1.121324e-06
3624,8.992438e-07,3.88243e-07
3625,2.3622238e-06,7.5170243e-07
3626,4.410721e-06,8.1030487e-07
3627,1.0468326e-06,7.539685e-07
3628,8.026497e-07,8.2801154e-07
3629,7.297838e-05,1.6052327e-06
3630,8.074103e-07,6.186803e-07
3631,1.6404836e-06,4.3077824e-07
3632,2.4303276e-06,2.7296932e-07
3633,1.926611e-06,5.023489e-07
3634,2.2638121e-06,1.251154e-06
3635,2.2280617e-06,2.6909538e-07
3636,4.1221148e-07,4.3880627e-07
3637,3.6513345e-06,1.9235079e-06
3638,2.0562725e-06,1.0723706e-07
3639,9.136913e-07,4.3816277e-07
3640,1.8723856e-06,1.3799572e-06
3641,2.284099e-06,5.6154545e-07
3642,8.636451e-07,2.18508e-07
3643,1.7435793e-06,3.7346047e-07
3644,4.8098457e-07,2.7672849e-07
3645,1.3695827e-06,1.3273635e-07
3646,3.9370116e-07,5.8330556e-07
3647,9.489525e-06,1.4367786e-06
3648,3.081542e-06,1.7161076e-07
3649,9.478755e-07,2.6664983e-07
3650,1.8389925e-06,4.5608604e-07
3651,2.620371e-06,3.9090224e-07
3652,4.6709542e-07,1.16955846e-07
3653,8.5769005e-07,2.2352776e-07
3654,5.7498596e-07,1.3756787e-06
3655,3.855163e-07,2.8227618e-07
3656,1.4645607e-06,2.0197388e-07
3657,7.485932e-07,1.3848951e-06
3658,6.758264e-07,1.1328025e-07
3659,1.3804232e-07,5.009041e-07
3660,1.5877852e-07,6.878413e-07
3661,1.7802556e-06,4.791335e-07
3662,1.2048602e-07,1.7335222e-07
3663,1.01226576e-07,7.9820245e-07
3664,9.166456e-07,2.7303872e-07
3665,1.0577546e-07,2.087013e-07
3666,1.2215676e-07,5.949769e-07
3667,1.0788051e-06,2.0823184e-06
3668,3.1810637e-06,7.561742e-07
3669,4.3381933e-06,2.7785823e-06
3670,0.00013736055,1.4664576e-05
3671,9.011118e-07,2.1442518e-06
3672,3.98554e-07,2.0807674e-06
3673,1.1496106e-06,7.707587e-06
3674,4.79439e-07,1.8059417e-07
3675,9.355949e-07,7.875022e-07
3676,1.0653865e-06,1.4024131e-06
3677,1.5528922e-06,4.795171e-07
3678,1.7763216e-06,0.00029389057
3679,3.0158415e-06,1.3498708e-06
3680,2.371767e-06,1.4494568e-05
3681,2.3442485e-07,4.2178885e-07
3682,1.0791798e-06,1.6095989e-06
3683,5.869048e-07,3.420104e-07
3684,1.3587804e-06,2.9696466e-05
3685,2.077568e-06,2.866024e-06
3686,4.398712e-06,2.9066455e-06
3687,4.843166e-07,1.9384357e-05
3688,5.754612e-05,0.96747434
3689,1.1109421e-06,6.8782714e-07
3690,1.2396374e-07,2.7658529e-05
3691,5.7023776e-08,1.9980595e-05
3692,2.5323305e-07,4.871949e-06
3693,7.469791e-08,9.967218e-07
3694,2.9635316e-07,0.00010172183
3695,2.8363146e-08,1.8875537e-07
3696,1.4198093e-08,3.3017452e-07
3697,8.082188e-09,1.2127338e-06
3698,1.7720014e-08,4.1204032e-08
3699,1.7454246e-08,3.5058764e-07
3700,1.3524924e-07,2.5825037e-07
3701,4.444106e-09,5.707522e-09
3702,1.646202e-09,2.4020732e-08
3703,4.1655857e-09,1.0625107e-08
3704,2.1098217e-09,8.342644e-09
3705,1.0719705e-09,5.568949e-09
3706,2.1987214e-09,2.2216846e-09
3707,9.172235e-10,3.101062e-09
3708,3.4839778e-10,9.397011e-10
3709,1.7675467e-09,1.2344694e-09
3710,2.7999505e-09,1.3917771e-09
3711,4.3518372e-10,1.3154144e-09
3712,2.587465e-09,2.4320163e-10
3713,3.9005993e-08,3.8315787e-10
3714,2.437089e-09,7.039387e-10
3715,2.4393126e-10,1.3959914e-10
3716,2.079178e-09,7.3801444e-11
3717,2.2706081e-10,8.919551e-10
3718,2.5103895e-09,6.302849e-11
3719,7.4639654e-09,1.0312125e-08
3720,1.0344767e-09,7.704456e-10
3721,1.6115591e-10,1.13658326e-10
3722,1.1189606e-10,1.0264665e-10
3723,8.404281e-11,6.316657e-10
3724,2.5945854e-10,3.9117685e-11
3725,5.7367566e-11,6.821957e-11
3726,1.3045855e-10,2.2321009e-10
3727,3.2951428e-10,1.8497346e-09
3728,3.739739e-09,1.8716836e-10
3729,2.7801997e-10,3.2894814e-09
3730,8.979062e-10,3.3025191e-09
3731,2.0323572e-10,2.0342288e-10
3732,2.0453099e-10,5.6461885e-10
3733,1.8257687e-10,6.882729e-10
3734,5.663786e-10,9.297257e-11
3735,8.8283714e-11,4.5345624e-10
3736,1.0406972e-09,1.7297105e-10
3737,2.2004157e-08,3.5522625e-09
3738,1.5793564e-10,9.3263966e-11
3739,1.0711558e-10,2.49333e-10
3740,4.1989992e-08,6.3135e-10
3741,2.8135116e-11,6.622403e-11
3742,2.508499e-11,1.9485616e-11
3743,2.701087e-11,3.8008825e-11
3744,1.5520652e-11,4.463895e-11
3745,9.2128555e-11,5.1613668e-11
3746,2.5474761e-11,2.3789479e-11
3747,7.764138e-11,3.5403552e-10
3748,5.7496168e-11,1.6643539e-11
3749,1.2774502e-10,1.9686738e-10
3750,1.3274284e-10,2.2482931e-10
3751,2.0572588e-10,6.041605e-11
3752,6.6298583e-10,1.5913386e-10
3753,1.1330269e-08,7.2803175e-10
3754,6.558046e-10,7.158697e-11
3755,1.8237435e-09,1.5894247e-10
3756,1.1886217e-08,1.8380342e-10
3757,9.4393e-09,2.0006907e-10
3758,1.0773599e-08,9.409137e-10
3759,2.6817066e-08,1.7120845e-09
3760,1.5464988e-08,6.719322e-10
3761,4.1796756e-08,8.154517e-10
3762,8.346798e-08,8.573684e-10
3763,1.2367545e-08,1.5937914e-09
3764,2.5006466e-08,9.339124e-10
3765,3.7215491e-07,7.656334e-09
3766,7.601947e-08,3.9600416e-09
3767,1.9669097e-08,3.653882e-09
3768,5.5244294e-07,3.212908e-09
3769,1.01019666e-07,2.3957785e-09
3770,1.0671302e-07,4.9368962e-09
3771,3.1412088e-07,3.7205665e-09
3772,4.6041026e-07,3.536066e-09
3773,8.589633e-08,1.9615427e-09
3774,1.8610665e-06,5.6322447e-10
3775,9.108854e-08,5.3034257e-09
3776,3.947942e-07,1.0214088e-08
3777,2.6232658e-06,8.973368e-09
3778,5.7370954e-07,1.7140298e-09
3779,3.950779e-07,4.135821e-07
3780,0.9972884,2.7549697e-07
3781,7.539459e-08,2.3746665e-08
3782,2.083643e-07,7.045158e-08
3783,7.734605e-07,4.8326644e-08
3784,1.7496001e-06,3.060619e-08
3785,1.2717676e-07,1.2892947e-07
3786,1.5145134e-06,1.9578598e-08
3787,6.0263446e-06,2.2699558e-07
3788,8.3917274e-07,1.879603e-07
3789,7.243504e-08,6.0445885e-08
3790,2.0089542e-06,5.134972e-07
3791,1.2907915e-07,1.382272e-07
3792,9.040271e-08,8.7263814e-08
3793,4.583926e-07,3.938746e-07
3794,9.0869506e-08,1.2762031e-07
3795,8.685365e-08,2.3782654e-07
3796,1.13056714e-07,8.06964e-08
3797,4.085488e-08,2.9149888e-07
3798,6.996238e-08,8.493619e-08
3799,2.9625323e-08,1.129082e-07
3800,1.05882645e-08,7.3231934e-07
3801,1.7771583e-06,4.2011976e-07
3802,8.179901e-09,1.08088464e-07
3803,1.6592548e-08,6.3056007e-07
3804,4.0476152e-07,1.6599613e-07
3805,3.6242277e-08,9.631524e-07
3806,3.243445e-08,1.8396513e-07
3807,4.7783864e-08,3.1702746e-07
3808,5.1226458e-08,6.3983873e-07
3809,2.4060025e-08,1.9911818e-07
3810,1.3991881e-07,4.8151344e-07
3811,2.518087e-08,4.3570125e-07
3812,3.260478e-08,9.784932e-07
3813,2.9958233e-07,1.8556496e-07
3814,9.4377825e-08,3.9020514e-07
3815,1.0857608e-08,5.440846e-07
3816,3.8798515e-08,4.563923e-08
3817,2.4865864e-08,2.2360382e-07
3818,2.1734266e-08,1.2495731e-07
3819,2.572554e-08,6.336316e-08
3820,5.450976e-07,1.3784017e-07
3821,1.0119732e-08,1.5892066e-07
3822,1.9898994e-08,2.7038467e-08
3823,1.29570905e-08,4.0946546e-08
3824,7.732692e-09,4.3468468e-08
3825,1.9354077e-08,3.8235846e-08
3826,4.790233e-08,2.7413606e-08
3827,1.8781908e-08,4.899037e-08
3828,9.296031e-09,3.8115374e-08
3829,3.0257258e-08,4.140569e-08
3830,1.245673e-07,9.4015995e-08
3831,4.4453663e-09,9.257536e-08
3832,2.7737703e-09,1.0532967e-08
3833,2.507612e-09,2.3489555e-08
3834,4.325101e-09,2.042855e-08
3835,4.65175e-09,5.96876e-08
3836,8.815046e-09,4.9299217e-08
3837,7.395306e-09,4.5174893e-08
3838,3.405574e-08,3.5715772e-07
3839,2.9703898e-08,6.616073e-08
3840,1.992112e-08,5.0194096e-08
3841,2.1334527e-09,2.9624067e-08
3842,6.421441e-09,4.042777e-08
3843,5.557525e-09,1.435636e-07
3844,1.1072713e-08,1.8494152e-08
3845,2.0320545e-07,1.780198e-08
3846,1.6916882e-08,1.6386888e-07
3847,4.496087e-09,9.933684e-09
3848,2.3325352e-08,3.499588e-08
3849,4.1971226e-09,9.675675e-09
3850,1.6273772e-08,5.915419e-08
3851,4.215723e-09,2.0853069e-08
3852,3.1649356e-09,1.5514026e-08
3853,1.0981237e-08,1.9587667e-08
3854,1.7861176e-07,7.979417e-08
3855,6.017937e-09,1.1654837e-08
3856,2.0462878e-09,1.0493016e-08
3857,2.7709666e-09,1.4968572e-08
3858,6.746484e-09,3.918465e-08
3859,1.557608e-08,1.0151319e-08
3860,1.2570311e-08,7.594857e-08
3861,2.9271211e-08,2.128137e-08
3862,9.838599e-09,1.961944e-08
3863,3.125718e-08,2.96467e-08
3864,9.285328e-09,5.312949e-09
3865,1.8049142e-09,3.7630903e-09
3866,5.7952514e-09,1.4001385e-08
3867,1.9529013e-08,5.001905e-09
3868,8.088085e-09,7.795407e-09
3869,2.5630731e-08,3.2133606e-08
3870,3.413452e-08,8.286632e-09
3871,1.5670485e-08,1.9349466e-08
3872,1.01957145e-08,1.0352631e-08
3873,1.1731702e-08,6.1521908e-09
3874,8.701093e-09,6.127981e-09
3875,1.06075735e-08,3.3604564e-08
3876,3.1460832e-08,1.5587241e-09
3877,7.4467374e-07,2.2016845e-08
3878,1.5993333e-08,1.0137849e-08
3879,1.517908e-08,3.791865e-09
3880,2.3473183e-07,8.075762e-06
3881,9.04034e-08,1.120184e-08
3882,3.565829e-08,1.4726202e-08
3883,3.6448128e-08,5.5621987e-09
3884,2.2145596e-08,1.8950827e-08
3885,7.112665e-08,1.14061125e-08
3886,2.5558858e-08,1.0777141e-08
3887,1.9672953e-08,2.1775799e-08
3888,3.8786823e-08,5.8791145e-09
3889,1.15917125e-08,4.5432254e-09
3890,1.5563742e-07,3.162236e-08
3891,3.297462e-08,1.7871624e-08
3892,3.0563342e-08,2.3315336e-09
3893,4.9148092e-08,3.532806e-08
3894,1.498698e-08,4.3668667e-08
3895,2.895816e-08,2.5223923e-08
3896,4.4807052e-08,1.2263594e-07
3897,3.83801e-09,8.708882e-08
3898,1.4964725e-08,6.5025e-09
3899,1.05473475e-07,8.2305895e-08
3900,1.9349528e-08,5.045092e-08
3901,7.0561996e-09,2.4777227e-08
3902,1.6194406e-08,3.0362692e-08
3903,1.06346345e-08,2.625832e-08
3904,1.0025202e-08,3.614931e-08
3905,5.3030117e-08,6.112232e-08
3906,7.745179e-09,5.2295285e-08
3907,6.8095836e-09,4.772209e-08
3908,2.789667e-08,6.426627e-09
3909,7.1593633e-09,2.0543628e-07
3910,3.6501925e-07,2.1055227e-08
3911,3.595207e-09,1.1762786e-08
3912,5.4176525e-09,3.3957257e-08
3913,4.9786366e-09,7.2312005e-08
3914,1.896844e-08,4.715128e-08
3915,8.6904475e-09,5.221998e-09
3916,3.5542108e-08,9.177502e-08
3917,5.5859118e-08,2.0936336e-07
3918,7.1485665e-08,2.9627596e-08
3919,7.065874e-08,5.3950078e-08
3920,8.857596e-08,1.5156996e-07
3921,4.4209262e-08,2.3018638e-08
3922,1.1084376e-08,4.778485e-08
3923,1.6651661e-08,5.9247007e-08
3924,6.9578206e-08,2.1952895e-08
3925,3.6599255e-07,8.298281e-07
3926,4.2036387e-08,2.1212661e-07
3927,8.397289e-08,2.088793e-06
3928,2.4392575e-06,0.99832755
3929,2.1079435e-07,2.1245367e-07
3930,8.412211e-08,2.8533816e-07
3931,2.1378636e-08,1.3006915e-06
3932,9.972691e-09,1.9077982e-07
3933,2.4769681e-08,6.9431415e-08
3934,6.8833628e-09,1.813809e-07
3935,1.8824132e-08,2.204787e-08
3936,8.256768e-09,1.21322214e-08
3937,5.9813816e-09,3.1566195e-08
3938,4.5875015e-09,8.377451e-08
3939,1.0949613e-08,1.7771224e-08
3940,1.2633935e-08,7.0725386e-09
3941,1.5093302e-09,2.3409253e-08
3942,1.1102534e-09,3.1010604e-08
3943,7.464179e-10,7.6441165e-09
3944,5.401502e-10,1.6896641e-09
3945,3.4552358e-10,6.6027837e-09
3946,5.322904e-10,2.3882083e-09
3947,2.6592578e-10,7.82415e-10
3948,9.418779e-10,6.775143e-10
3949,1.5259834e-10,1.3320662e-09
3950,4.8511634e-10,1.8091709e-09
3951,5.0392657e-10,7.556282e-09
3952,9.363516e-10,9.0345054e-10
3953,8.0833146e-10,2.047004e-09
3954,1.3025583e-10,8.9899677e-10
3955,4.467961e-10,5.4514517e-09
3956,1.2643853e-09,6.229229e-08
3957,6.0094874e-10,3.749259e-09
3958,2.470511e-10,1.5593594e-09
3959,5.323401e-11,8.533762e-09
3960,1.278148e-09,9.253178e-09
3961,9.832024e-11,4.3337507e-09
3962,8.4392014e-11,3.0030656e-09
3963,2.2136829e-11,4.2111297e-09
3964,7.9686084e-11,8.1803035e-09
3965,4.8677395e-11,8.943612e-09
3966,7.028068e-11,8.787885e-10
3967,2.1010155e-11,1.6929944e-09
3968,7.1488745e-11,1.0739911e-09
3969,1.3425763e-10,4.0084322e-10
3970,4.3927743e-11,7.2658973e-10
3971,1.6149856e-10,2.0221365e-09
3972,1.8831485e-10,8.7377425e-11
3973,5.314088e-11,2.9364952e-10
3974,2.3673386e-11,1.9571389e-10
3975,5.361475e-10,1.7066018e-10
3976,4.2645695e-10,2.7799538e-10
3977,1.0309072e-10,3.222326e-10
3978,1.08767e-11,8.134316e-11
3979,7.9643805e-11,1.4553767e-10
3980,3.3564596e-10,3.6653952e-10
3981,7.8145365e-11,2.1733852e-10
3982,2.9497148e-11,1.523902e-10
3983,1.1973048e-09,2.5960326e-10
3984,2.0973681e-10,1.2118681e-10
3985,5.0276276e-11,3.3992662e-09
3986,2.2478108e-10,1.7331456e-10
3987,2.2543847e-10,1.6070502e-09
3988,2.3592526e-11,1.0074054e-10
3989,5.5196115e-11,1.0342392e-09
3990,1.6591863e-10,1.8127414e-09
3991,2.77734e-11,1.4449669e-10
3992,3.085318e-10,7.931463e-09
3993,3.1807704e-10,7.806601e-10
3994,5.5972883e-11,4.4750478e-10
3995,3.9870923e-10,1.6264317e-09
3996,3.0788483e-10,4.7204207e-10
3997,2.633567e-10,6.677559e-10
3998,9.785898e-11,1.89028e-09
3999,3.4794145e-10,2.3931093e-09
4000,1.2993176e-10,7.005056e-09
4001,6.8610995e-10,5.965211e-10
4002,3.6586727e-11,4.7519116e-10
4003,1.9757888e-10,4.066618e-09
4004,2.2656774e-10,2.3024153e-10
4005,7.516702e-11,1.5537831e-10
4006,6.5647654e-11,4.4490428e-10
4007,1.5320311e-09,1.6374351e-09
4008,1.5138937e-09,3.828294e-09
4009,5.930304e-10,2.528272e-10
4010,4.031712e-10,4.1470654e-09
4011,1.0789354e-09,8.2666807e-10
4012,5.788109e-10,2.1921402e-10
4013,1.7875547e-09,2.0055642e-09
4014,6.4725897e-10,1.0755945e-09
4015,2.1288496e-10,4.700726e-10
4016,1.0543967e-09,5.0335874e-10
4017,4.591451e-10,1.247744e-09
4018,5.544205e-10,6.5440924e-09
4019,1.8189247e-10,1.0435725e-09
4020,2.2461037e-09,1.595617e-08
4021,1.263101e-09,3.5332906e-08
4022,3.4289255e-10,3.2290798e-10
4023,1.5053267e-10,9.740148e-10
4024,1.8667842e-10,5.820181e-10
4025,2.5189492e-10,1.1274437e-09
4026,1.1695971e-09,1.2578797e-09
4027,2.3468533e-10,4.3439257e-09
4028,1.5310058e-09,2.407495e-09
4029,3.0845723e-10,2.0512378e-09
4030,7.8758317e-10,1.2269926e-08
4031,8.0742046e-10,1.1918425e-09
4032,3.8228717e-10,5.510854e-09
4033,7.9128004e-10,9.657841e-10
4034,2.929196e-10,2.003827e-08
4035,3.160163e-10,1.5518197e-09
4036,2.5177285e-10,1.5233608e-09
4037,3.4765324e-10,7.204929e-10
4038,1.170231e-09,5.21902e-08
4039,1.5204002e-10,4.1877213e-10
4040,2.3383945e-10,2.9247864e-09
4041,6.469705e-10,7.166821e-10
4042,3.4365355e-10,8.4098435e-09
4043,4.499594e-10,3.2121747e-08
4044,1.7656859e-09,2.2356363e-09
4045,5.0821543e-09,3.2846106e-07
4046,2.5386057e-10,8.623451e-09
4047,2.300129e-10,9.912299e-09
4048,7.350416e-11,4.4616466e-10
4049,8.103591e-11,1.0826651e-09
4050,1.5088593e-10,3.4241254e-09
4051,4.8052583e-11,2.0674444e-09
4052,6.2102164e-11,1.3514927e-09
4053,1.09968736e-10,2.3123532e-09
4054,1.2093972e-10,1.2121808e-08
4055,1.429748e-10,8.115314e-10
4056,6.987678e-11,1.9917736e-09
4057,2.765272e-10,3.4539305e-09
4058,1.9585907e-10,6.7653687e-09
4059,2.4879449e-10,3.963603e-09
4060,1.2674263e-10,3.9838906e-09
4061,2.9448555e-10,1.5652436e-09
4062,5.7686417e-10,2.4870535e-09
4063,1.6229155e-09,3.933817e-08
4064,6.547635e-10,3.0733138e-10
4065,1.4902889e-10,2.5411703e-10
4066,5.897169e-10,8.1847745e-10
4067,1.7340451e-09,1.9773198e-08
4068,2.7162244e-08,3.2426688e-09
4069,1.213444e-10,1.1645666e-09
4070,3.8915138e-10,1.2872985e-09
4071,2.3758062e-09,7.5244405e-10
4072,8.067191e-11,3.2930703e-10
4073,1.9500472e-10,1.000787e-09
4074,7.9980467e-10,3.0870057e-10
4075,3.97762e-10,4.660331e-10
4076,1.6531018e-10,1.2424373e-09
4077,8.880481e-11,7.970008e-10
4078,3.926633e-10,5.5935274e-09
4079,1.9379683e-10,5.5405225e-10
4080,4.831844e-10,2.7659515e-09
4081,2.8271416e-09,8.403555e-10
4082,3.17559e-10,2.5201508e-09
4083,2.126338e-10,9.9624295e-11
4084,2.678902e-10,1.7197851e-10
4085,9.9339426e-11,1.1457315e-10
4086,1.8804e-10,5.1847077e-10
4087,5.0074106e-10,3.4034014e-10
4088,3.058295e-10,3.7506953e-10
4089,1.3049317e-09,8.7556684e-10
4090,4.296103e-10,1.9807882e-09
4091,3.621988e-08,9.772243e-10
4092,4.1182377e-10,3.2473485e-10
4093,1.4987902e-09,4.9853167e-11
4094,1.6439534e-10,7.8546963e-10
4095,6.269807e-09,2.339529e-10
4096,2.8962283e-10,5.463092e-10
4097,1.779588e-09,2.2094415e-10
4098,5.6282263e-09,1.3212617e-09
4099,2.989053e-09,2.1942097e-09
4100,3.988935e-10,1.1912423e-09
4101,2.8173375e-09,1.1688057e-10
4102,1.9157338e-09,6.720996e-10
4103,8.2537915e-10,1.6887585e-09
4104,8.49579e-09,1.1129266e-10
4105,3.4349732e-08,4.787105e-10
4106,3.1838447e-09,3.4268294e-10
4107,2.831425e-08,3.4928955e-09
4108,2.319173e-09,1.76671e-09
4109,2.681492e-08,1.1539328e-09
4110,2.612606e-09,7.992633e-10
4111,1.5796683e-10,1.0032843e-09
4112,3.892457e-10,5.55727e-10
4113,1.5199259e-09,1.3125723e-10
4114,1.8624363e-10,1.3517878e-09
4115,8.850006e-09,1.2592399e-09
4116,1.2357341e-09,1.3831747e-09
4117,6.6155316e-08,3.558166e-09
4118,6.1735648e-09,1.7893578e-09
4119,9.776897e-10,2.141406e-09
4120,1.0157797e-09,3.232638e-10
4121,7.101062e-09,5.127749e-10
4122,1.6020675e-09,3.312857e-10
4123,7.570605e-10,3.2376726e-10
4124,2.0925308e-09,8.2553475e-10
4125,7.501925e-09,3.92681e-10
4126,2.346948e-09,5.6171523e-10
4127,9.655293e-10,2.8922154e-10
4128,1.473092e-08,6.853829e-10
4129,5.6920464e-09,1.0983828e-09
4130,3.650871e-09,2.6747282e-10
4131,5.1289404e-09,1.6328142e-10
4132,8.3342255e-10,6.974106e-11
4133,1.958633e-09,5.535452e-10
4134,7.163648e-09,8.442421e-11
4135,4.687074e-09,7.6253015e-10
4136,1.6534418e-08,8.5080076e-10
4137,8.984589e-09,2.4573216e-10
4138,5.0448346e-08,3.804009e-10
4139,2.0683341e-08,1.1502208e-09
4140,3.2418943e-09,6.096091e-10
4141,5.7220554e-08,2.848134e-10
4142,5.261553e-09,3.8303138e-10
4143,1.1802991e-08,2.1059094e-09
4144,1.1768866e-07,2.2154731e-09
4145,2.8189827e-08,1.0565002e-09
4146,7.227466e-08,1.7406316e-09
4147,9.159768e-09,5.048147e-10
4148,7.01087e-08,1.5302412e-09
4149,4.7581617e-07,1.0301405e-09
4150,1.08750395e-08,5.097595e-10
4151,4.9203654e-09,3.2517e-10
4152,1.7366443e-08,2.6095648e-10
4153,3.009832e-08,7.582157e-09
4154,3.8472212e-08,1.1700136e-09
4155,6.3059474e-08,9.434635e-09
4156,2.195048e-08,3.138498e-09
4157,5.509076e-08,6.5095227e-09
4158,6.946992e-08,5.672908e-09
4159,3.2391452e-07,4.2252197e-09
4160,4.180731e-09,3.949769e-09
4161,5.4312135e-08,1.8882316e-09
4162,3.1361896e-08,3.5432834e-09
