Position,Acceptor_Ref,Donor_Ref,Acceptor_Mut,Donor_Mut
772,4.9295988e-08,1.3260516e-08,4.9268937e-08,1.3264712e-08
773,7.4421855e-09,1.2738266e-08,7.309415e-09,1.273946e-08
774,4.518981e-08,6.673934e-09,4.5771536e-08,6.648184e-09
775,2.372359e-08,6.2805263e-09,2.4349621e-08,6.433968e-09
776,1.2306053e-07,1.0384359e-08,1.205942e-07,1.0441059e-08
777,2.6117203e-08,3.3992964e-09,2.6649953e-08,3.5405177e-09
778,9.719456e-08,1.27718325e-08,9.7592576e-08,1.3306625e-08
779,7.101623e-08,3.7666076e-08,6.9473074e-08,3.781929e-08
780,9.864851e-08,2.1448727e-09,9.959748e-08,2.1412894e-09
781,4.8380485e-07,2.4752738e-09,4.9854185e-07,2.5722944e-09
782,2.8386486e-07,3.203721e-08,2.9137234e-07,3.3156578e-08
783,1.1603144e-07,9.906914e-09,1.2156391e-07,1.0289346e-08
784,2.422336e-07,5.544392e-09,2.480832e-07,5.6303735e-09
785,6.485304e-08,6.3870935e-09,6.749367e-08,6.5047474e-09
786,1.2132725e-07,2.463998e-09,1.2197918e-07,2.4744151e-09
787,1.6366423e-07,1.348147e-08,1.616726e-07,1.3303415e-08
788,4.0426038e-08,1.2376837e-08,3.995249e-08,1.2269143e-08
789,6.2670678e-09,1.0644652e-09,6.2714114e-09,1.0688637e-09
790,5.387566e-07,1.2949912e-09,5.5853855e-07,1.3091177e-09
791,8.098241e-08,6.4398096e-09,7.788178e-08,6.3286487e-09
792,5.6178715e-09,5.8351484e-09,5.618305e-09,5.911478e-09
793,5.162907e-08,2.3230924e-09,5.2779143e-08,2.3180804e-09
794,1.383606e-07,1.5045e-08,1.4088842e-07,1.5308183e-08
795,5.5263165e-08,1.8408805e-07,5.517281e-08,1.8786169e-07
796,1.559133e-07,7.116351e-09,1.5608356e-07,7.1312245e-09
797,8.636822e-09,8.768316e-09,8.566022e-09,8.775797e-09
798,1.0925193e-08,1.5223748e-08,1.0719198e-08,1.5059307e-08
799,1.4328603e-07,2.3844867e-08,1.4383183e-07,2.3517105e-08
800,7.0100657e-07,1.8780668e-08,7.1208586e-07,1.8943664e-08
801,9.701968e-08,1.9591766e-09,9.4266184e-08,1.9630713e-09
802,1.503758e-07,3.5833545e-09,1.5275708e-07,3.7042773e-09
803,1.7160959e-08,2.3729998e-08,1.6853075e-08,2.4286198e-08
804,1.4211068e-08,7.296007e-09,1.3853975e-08,7.280524e-09
805,1.283536e-07,2.4991007e-09,1.3033988e-07,2.492031e-09
806,1.171172e-06,8.127314e-09,1.1917875e-06,8.347803e-09
807,1.6682381e-07,1.3888335e-08,1.7267936e-07,1.4132421e-08
808,1.3419346e-06,6.8375643e-09,1.4052615e-06,6.9822716e-09
809,1.09419815e-08,9.7733e-09,1.1083997e-08,9.842875e-09
810,4.1062012e-07,3.909386e-09,4.2997186e-07,3.9095474e-09
811,3.3237623e-07,4.506738e-09,3.2927974e-07,4.5072635e-09
812,1.2339491e-08,1.6915992e-07,1.2178537e-08,1.6826485e-07
813,3.740028e-09,4.3992805e-09,3.7207528e-09,4.392871e-09
814,5.9920566e-08,4.8698743e-09,6.00548e-08,4.878037e-09
815,3.1484785e-08,3.0863887e-09,3.2268524e-08,3.1072773e-09
816,5.164546e-07,3.8788293e-08,4.969212e-07,3.870655e-08
817,3.9143174e-07,8.903605e-08,3.9357542e-07,8.970681e-08
818,2.6630579e-08,1.1255383e-08,2.6835565e-08,1.1190728e-08
819,1.2766336e-07,5.2283845e-08,1.3027791e-07,5.3194555e-08
820,4.6293156e-08,5.189566e-08,4.7625257e-08,5.1889195e-08
821,9.050532e-09,1.3944934e-08,9.003739e-09,1.4097293e-08
822,3.538151e-08,3.5025468e-07,3.5132175e-08,3.531394e-07
823,2.319503e-07,2.8449096e-09,2.3002374e-07,2.8400433e-09
824,3.863334e-08,3.0727595e-08,3.8304687e-08,3.01862e-08
825,6.0542966e-09,8.486292e-09,6.0812866e-09,8.534505e-09
826,1.2413827e-07,3.409702e-09,1.19058356e-07,3.3871501e-09
827,2.0751766e-07,1.3825558e-08,2.1029425e-07,1.408103e-08
828,2.068667e-09,6.4936856e-08,2.0332904e-09,6.498266e-08
829,9.683203e-09,7.398229e-09,9.402499e-09,7.4132993e-09
830,1.20958505e-08,6.8470953e-09,1.23805375e-08,6.8209642e-09
831,2.4410704e-07,6.69559e-09,2.4520492e-07,6.756694e-09
832,3.0150108e-08,1.442085e-08,3.070531e-08,1.4506922e-08
833,3.3505808e-06,4.5707844e-07,3.439396e-06,4.5247015e-07
834,1.2977979e-07,4.9552646e-09,1.3005396e-07,4.9848365e-09
835,5.3577185e-08,5.191827e-09,5.5561515e-08,5.1905937e-09
836,6.240211e-09,7.153543e-09,6.183039e-09,7.0595663e-09
837,9.4408765e-09,9.124408e-09,9.337884e-09,9.053798e-09
838,1.4946874e-08,1.7909692e-08,1.4822829e-08,1.7838023e-08
839,5.5518594e-09,7.0277495e-09,5.5598552e-09,7.0686434e-09
840,1.877669e-08,3.3854513e-09,1.8854985e-08,3.3897052e-09
841,2.2629e-08,1.2653362e-08,2.1658423e-08,1.2756496e-08
842,2.735972e-07,6.0625363e-09,2.7579875e-07,6.088142e-09
843,2.5769747e-08,1.1836707e-08,2.594607e-08,1.1631864e-08
844,2.202566e-08,1.015818e-08,2.2424098e-08,1.03793445e-08
845,1.7108686e-08,3.001264e-09,1.7020165e-08,3.0032616e-09
846,1.6077504e-09,5.175143e-09,1.5952232e-09,5.197861e-09
847,1.8631484e-07,4.7875794e-08,1.8481452e-07,4.7648527e-08
848,1.5358615e-09,1.6499648e-09,1.5058923e-09,1.6400392e-09
849,1.5870172e-07,2.7327669e-08,1.5680544e-07,2.7672048e-08
850,1.8869658e-08,1.0034709e-08,1.902887e-08,9.995448e-09
851,2.4672715e-08,1.4639181e-08,2.3623397e-08,1.4538642e-08
852,4.5987303e-08,5.6722065e-08,4.65351e-08,5.7350057e-08
853,3.6780405e-09,1.7725174e-08,3.593224e-09,1.746645e-08
854,1.2327701e-08,2.8989788e-09,1.1883561e-08,2.8565197e-09
855,2.3915408e-07,1.1516745e-08,2.3934132e-07,1.1329766e-08
856,5.583603e-08,7.460569e-09,5.4963817e-08,7.592437e-09
857,1.8661453e-08,4.5775073e-09,1.897617e-08,4.6089643e-09
858,2.6777323e-08,8.454369e-09,2.6852812e-08,8.440496e-09
859,9.796809e-09,1.4782425e-08,9.674419e-09,1.4919559e-08
860,1.4137296e-07,2.4393438e-08,1.4356469e-07,2.434373e-08
861,1.3452993e-07,1.02091136e-08,1.3347702e-07,1.00990185e-08
862,1.2909555e-08,1.6209455e-08,1.27880355e-08,1.6092638e-08
863,1.0106456e-08,5.4890044e-09,9.950203e-09,5.4170717e-09
864,5.8202985e-09,4.514896e-09,5.8215353e-09,4.548232e-09
865,9.70562e-09,6.5754007e-09,9.7120605e-09,6.5515495e-09
866,1.4566662e-08,2.7751128e-09,1.38403085e-08,2.771093e-09
867,5.8795262e-08,8.811715e-09,5.8588984e-08,8.826135e-09
868,1.4229856e-08,1.5166383e-07,1.42931516e-08,1.5150701e-07
869,5.1572965e-08,3.6875196e-08,5.1694194e-08,3.721042e-08
870,4.0763403e-08,1.1031712e-08,4.1219696e-08,1.0920348e-08
871,7.1289605e-09,7.492232e-09,7.025366e-09,7.536794e-09
872,1.47701105e-08,1.9946665e-08,1.46308015e-08,1.9969807e-08
873,5.851944e-09,6.9206534e-09,5.914832e-09,6.880087e-09
874,4.6806696e-09,1.8327289e-09,4.6784803e-09,1.8127118e-09
875,9.464252e-09,5.898034e-09,9.516427e-09,5.884554e-09
876,1.31229925e-08,1.5937426e-08,1.26589255e-08,1.5580369e-08
877,4.312391e-09,1.6278117e-08,4.3301354e-09,1.6315969e-08
878,1.3332472e-08,2.4144214e-08,1.3137549e-08,2.3674254e-08
879,4.3529678e-09,1.1446474e-09,4.1745767e-09,1.1368864e-09
880,7.6266716e-08,1.3750752e-08,7.77128e-08,1.34702605e-08
881,6.929647e-07,5.742889e-08,6.735904e-07,5.786199e-08
882,5.8519403e-09,2.3400428e-09,5.7967284e-09,2.3437734e-09
883,2.1483637e-09,7.748575e-09,2.1380158e-09,7.823049e-09
884,1.8875717e-09,2.983254e-09,1.8488553e-09,2.9795195e-09
885,1.2174094e-09,4.5790784e-09,1.2056207e-09,4.5581974e-09
886,7.578302e-09,3.850367e-09,7.452364e-09,3.7553307e-09
887,1.6162282e-08,1.0167281e-08,1.5841026e-08,9.956918e-09
888,1.1640962e-09,9.724814e-10,1.1443632e-09,9.710044e-10
889,2.1377593e-09,2.6947322e-09,2.1273803e-09,2.7283475e-09
890,2.0004387e-08,1.6256024e-09,1.9833747e-08,1.6131263e-09
891,1.4629032e-07,1.1559924e-07,1.3766386e-07,1.1274873e-07
892,1.7102792e-07,5.1652647e-09,1.6995008e-07,5.1880433e-09
893,1.7803538e-07,5.645204e-08,1.8213505e-07,5.7252908e-08
894,3.845224e-08,9.370117e-09,3.855643e-08,9.369514e-09
895,1.08581935e-08,1.4025241e-09,1.0847889e-08,1.3937639e-09
896,6.4107466e-09,1.0012943e-09,6.2712586e-09,1.002992e-09
897,9.0925894e-08,8.834315e-09,9.176794e-08,8.732303e-09
898,1.2846651e-08,4.7582565e-09,1.2880666e-08,4.742897e-09
899,1.3600979e-08,1.2645566e-08,1.3323325e-08,1.26949375e-08
900,1.0868558e-08,8.732021e-10,1.0947188e-08,8.723239e-10
901,3.4823817e-08,3.8638044e-09,3.4660722e-08,3.7648165e-09
902,2.7764113e-08,1.0026028e-09,2.796386e-08,1.0122011e-09
903,2.4677447e-09,1.5275627e-09,2.4008358e-09,1.4808874e-09
904,6.608782e-10,3.1998906e-09,6.566355e-10,3.1764666e-09
905,6.409757e-08,4.1654338e-09,6.465644e-08,4.1671977e-09
906,7.767745e-09,1.5226951e-09,7.583564e-09,1.5096585e-09
907,1.4960614e-08,8.716299e-09,1.4801168e-08,8.695589e-09
908,4.0581876e-09,2.4718578e-09,4.013857e-09,2.4995404e-09
909,1.6410873e-08,3.4052736e-09,1.6039255e-08,3.3935e-09
910,2.2551983e-08,2.3073015e-09,2.2228992e-08,2.2980235e-09
911,4.8098336e-08,1.2515452e-08,4.7700176e-08,1.2182826e-08
912,1.5142048e-09,2.5774136e-09,1.5006284e-09,2.5620746e-09
913,1.2477441e-08,5.8797267e-10,1.2614819e-08,5.989408e-10
914,3.8993786e-09,1.1603161e-09,3.8875685e-09,1.1757304e-09
915,1.2635442e-08,8.056076e-10,1.2544973e-08,8.0147694e-10
916,7.579371e-07,4.32549e-09,7.2656513e-07,4.143725e-09
917,3.1885556e-08,1.6923977e-09,3.2087158e-08,1.7161416e-09
918,1.1156269e-08,1.027967e-09,1.1329436e-08,1.0121439e-09
919,2.531761e-08,5.112505e-09,2.5524358e-08,5.171845e-09
920,2.959852e-09,7.1084862e-09,2.9324614e-09,7.123301e-09
921,1.714233e-08,3.0771605e-09,1.6627714e-08,3.0655307e-09
922,5.7920033e-08,1.6844712e-09,5.736677e-08,1.6932254e-09
923,2.5932043e-09,9.658797e-10,2.6080627e-09,9.812867e-10
924,6.1706845e-10,1.0364072e-09,6.1317773e-10,1.0155722e-09
925,4.35331e-08,4.639738e-09,4.3835847e-08,4.7014117e-09
926,3.2652185e-09,3.180786e-09,3.279651e-09,3.1486902e-09
927,2.2877064e-08,3.2674479e-09,2.3259746e-08,3.2688732e-09
928,6.4700267e-09,1.7107464e-08,6.2320282e-09,1.6596868e-08
929,2.8297733e-09,4.903035e-09,2.7545062e-09,4.862508e-09
930,5.1356985e-09,1.1382804e-09,5.096092e-09,1.1549756e-09
931,5.4474905e-09,2.0942588e-08,5.3461404e-09,2.0656529e-08
932,1.1265613e-08,7.088603e-09,1.1069585e-08,7.0128627e-09
933,1.4818777e-09,1.2229999e-08,1.4814158e-09,1.2310336e-08
934,3.867221e-07,3.4456715e-08,3.7998774e-07,3.400968e-08
935,2.8546983e-09,9.224482e-09,2.8220293e-09,9.189835e-09
936,3.2385412e-09,1.40613e-08,3.2498213e-09,1.3992619e-08
937,1.3677389e-08,3.659712e-09,1.3682507e-08,3.6460097e-09
938,3.72325e-09,2.9624705e-09,3.7563326e-09,3.0333482e-09
939,2.2369768e-09,3.2379575e-09,2.2212108e-09,3.3065326e-09
940,1.1621443e-08,4.353636e-09,1.1406765e-08,4.3567576e-09
941,5.377217e-08,5.1342313e-09,5.1737896e-08,4.963363e-09
942,7.113438e-09,9.026657e-08,7.03168e-09,9.247596e-08
943,8.77977e-09,8.514883e-09,8.803523e-09,8.425799e-09
944,5.1757173e-08,5.715617e-09,5.1954977e-08,5.7531575e-09
945,9.263671e-09,1.1390545e-08,9.3475645e-09,1.1497518e-08
946,1.6052915e-06,1.6540687e-07,1.5637781e-06,1.6406511e-07
947,4.3737525e-09,7.432245e-09,4.3978012e-09,7.4208932e-09
948,1.7395205e-08,1.6882453e-09,1.7625162e-08,1.7262707e-09
949,1.858594e-09,2.071466e-09,1.8373199e-09,2.055574e-09
950,1.0776943e-09,9.572953e-09,1.092689e-09,9.866396e-09
951,1.040995e-07,2.9183906e-09,1.0514135e-07,2.8930462e-09
952,5.0541605e-08,1.6207837e-08,5.143645e-08,1.6314686e-08
953,1.4269743e-09,1.8768738e-09,1.3908866e-09,1.8184696e-09
954,2.4811946e-09,4.5177933e-09,2.4449933e-09,4.5322173e-09
955,7.1421475e-08,5.895439e-08,7.1641594e-08,6.150874e-08
956,1.8878094e-08,6.0677356e-09,1.8724053e-08,6.0393206e-09
957,6.637625e-09,1.5332713e-08,6.562832e-09,1.521558e-08
958,8.001463e-07,1.3922727e-08,8.074265e-07,1.3975445e-08
959,1.2084828e-08,5.116804e-09,1.1887214e-08,5.026193e-09
960,8.3752916e-08,8.270388e-06,8.4018325e-08,8.27683e-06
961,3.2088888e-08,1.1268065e-08,3.201546e-08,1.1248688e-08
962,2.118455e-08,4.497931e-09,2.1360085e-08,4.4687605e-09
963,1.1206815e-08,1.0717495e-08,1.139302e-08,1.0971568e-08
964,7.076699e-09,2.468652e-08,7.1839343e-09,2.5124482e-08
965,3.214175e-08,2.02242e-09,3.244958e-08,1.9923088e-09
966,4.3658538e-08,1.947068e-08,4.2486555e-08,1.897817e-08
967,8.628228e-07,1.3233017e-07,8.7254114e-07,1.3453196e-07
968,1.3283494e-08,2.8822962e-09,1.3333233e-08,2.9031342e-09
969,1.5157749e-08,2.8728806e-08,1.5606322e-08,2.912932e-08
970,9.6496265e-08,1.6672029e-08,1.00259626e-07,1.7007718e-08
971,1.1347094e-08,7.3177224e-09,1.1112692e-08,7.1966455e-09
972,5.844595e-08,3.0820182e-08,5.8902437e-08,3.0971012e-08
973,1.9511167e-07,7.2399517e-09,1.9881296e-07,7.3509816e-09
974,3.4081193e-09,8.66577e-09,3.3893506e-09,8.667696e-09
975,5.4972094e-08,1.8286133e-08,5.581567e-08,1.869555e-08
976,8.090375e-09,3.7474578e-08,8.132957e-09,3.7235502e-08
977,3.5785654e-09,2.4739812e-09,3.6558656e-09,2.4995956e-09
978,1.317561e-08,3.9711487e-09,1.3472001e-08,3.8703556e-09
979,1.7262893e-08,2.282567e-08,1.7267427e-08,2.3297975e-08
980,2.7730175e-08,1.874954e-09,2.798517e-08,1.9405129e-09
981,3.3204028e-09,4.9004334e-09,3.331304e-09,4.9177986e-09
982,4.743906e-08,5.265844e-09,4.7531575e-08,5.2642934e-09
983,1.6009428e-09,2.277182e-09,1.6211038e-09,2.2791897e-09
984,1.3189998e-09,3.5806669e-09,1.3091259e-09,3.5591619e-09
985,2.1429686e-08,9.712513e-10,2.1774452e-08,9.806108e-10
986,5.0881788e-09,4.201257e-09,5.1464437e-09,4.2135717e-09
987,8.209976e-09,8.17179e-09,8.34296e-09,8.084461e-09
988,8.020198e-09,8.086841e-10,8.13635e-09,8.329829e-10
989,5.31111e-09,3.2706873e-09,5.2977445e-09,3.2964844e-09
990,7.594588e-09,1.6949698e-09,7.552284e-09,1.6807149e-09
991,1.0343348e-08,7.993412e-09,1.0140503e-08,7.9214635e-09
992,1.3398181e-08,2.7633638e-07,1.3487354e-08,2.8174205e-07
993,1.6240589e-09,5.5969396e-10,1.6262476e-09,5.5461846e-10
994,9.586164e-09,6.373329e-09,9.932278e-09,6.4198806e-09
995,2.71235e-09,3.1730116e-09,2.718643e-09,3.1989948e-09
996,2.2244024e-08,3.7014902e-09,2.2104079e-08,3.6186922e-09
997,3.6168974e-08,6.755859e-08,3.6510837e-08,6.716762e-08
998,5.125469e-09,9.824058e-10,5.2235105e-09,1.0044461e-09
999,1.770865e-09,3.2058467e-09,1.7624041e-09,3.238823e-09
1000,5.8129496e-10,9.845147e-10,5.829451e-10,9.990911e-10
1001,2.196314e-09,1.3874937e-08,2.2389952e-09,1.38651e-08
1002,5.8584146e-09,3.985291e-09,5.9711738e-09,3.9735215e-09
1003,3.7225642e-10,2.8279817e-10,3.852189e-10,2.7308228e-10
1004,1.0270651e-10,1.6082394e-10,1.0296029e-10,1.5986262e-10
1005,7.2958786e-09,3.682241e-09,7.467463e-09,3.7802357e-09
1006,7.352278e-09,1.4020753e-09,7.440382e-09,1.3917343e-09
1007,3.944591e-09,3.1760554e-09,4.0318215e-09,3.1792684e-09
1008,2.384874e-09,1.4660588e-08,2.4610523e-09,1.4654678e-08
1009,1.6125925e-08,6.54958e-10,1.6128036e-08,6.5073047e-10
1010,1.4941344e-09,1.5038752e-09,1.5216038e-09,1.5232153e-09
1011,4.3480424e-09,6.072379e-08,4.3705652e-09,6.1088826e-08
1012,2.967725e-09,6.2513683e-10,3.0310958e-09,6.1410627e-10
1013,1.6121698e-08,1.9097156e-08,1.6373889e-08,1.9507214e-08
1014,8.613278e-10,5.9026446e-09,8.691575e-10,5.9419145e-09
1015,2.2249318e-09,1.7730253e-09,2.282312e-09,1.7400037e-09
1016,7.013564e-10,1.2102885e-08,6.9211853e-10,1.2003225e-08
1017,2.7061864e-09,2.2386924e-08,2.7202285e-09,2.2666125e-08
1018,4.579046e-08,2.8874723e-08,4.7046953e-08,2.9220374e-08
1019,6.142827e-08,4.568093e-09,6.3195586e-08,4.603552e-09
1020,4.138834e-09,1.4275415e-08,4.2550163e-09,1.4309704e-08
1021,9.614998e-08,4.4309317e-08,9.6249494e-08,4.32555e-08
1022,5.6767096e-08,2.1293494e-09,5.716239e-08,2.1177964e-09
1023,7.482103e-09,2.5897673e-09,7.7027735e-09,2.6360505e-09
1024,8.9781956e-08,1.2633651e-09,9.079238e-08,1.2551173e-09
1025,2.402371e-08,1.0080426e-08,2.4461722e-08,1.0106663e-08
1026,2.0873006e-08,2.1566033e-09,2.1170937e-08,2.175905e-09
1027,1.7671017e-08,8.921017e-09,1.8139348e-08,9.101082e-09
1028,6.9868875e-08,2.629793e-08,7.294496e-08,2.5312653e-08
1029,5.3396105e-09,3.8091135e-09,5.398041e-09,3.821333e-09
1030,1.4902326e-07,9.455213e-09,1.552397e-07,9.599158e-09
1031,6.331663e-08,2.791884e-08,6.4737115e-08,2.7584619e-08
1032,1.4522433e-08,1.8561137e-06,1.4614059e-08,1.8535308e-06
1033,6.536935e-08,5.7435482e-08,6.705655e-08,5.7469162e-08
1034,1.3257279e-09,1.0509043e-09,1.3423185e-09,1.0324912e-09
1035,9.845743e-10,6.6651396e-09,9.767778e-10,6.605549e-09
1036,6.39436e-09,3.8740986e-08,6.4203425e-09,3.9062463e-08
1037,1.6522652e-08,6.0831795e-08,1.7046878e-08,6.005441e-08
1038,3.6359715e-10,5.712112e-09,3.7096565e-10,5.7109637e-09
1039,5.744917e-09,6.0411365e-09,5.7157146e-09,6.054205e-09
1040,9.0132624e-10,7.898494e-10,9.1529834e-10,7.743425e-10
1041,5.6861102e-09,1.5025762e-08,5.698329e-09,1.5000243e-08
1042,3.4965286e-09,2.0820982e-08,3.5140306e-09,2.0671742e-08
1043,4.513544e-09,2.35818e-09,4.6764526e-09,2.3990252e-09
1044,6.6331913e-09,3.009728e-08,6.771016e-09,3.0037945e-08
1045,6.711976e-09,7.3323996e-09,7.0028214e-09,7.4401982e-09
1046,8.596537e-09,2.3386828e-08,8.681874e-09,2.2812944e-08
1047,7.7903115e-09,1.16993135e-08,7.727347e-09,1.1650479e-08
1048,9.0583505e-09,2.1911909e-08,9.237228e-09,2.146838e-08
1049,2.0820865e-08,4.9021804e-08,2.1094511e-08,4.878467e-08
1050,1.7217769e-08,1.5407362e-08,1.7493033e-08,1.5398756e-08
1051,4.154102e-07,1.2137683e-07,4.1240418e-07,1.2229285e-07
1052,1.1138545e-08,1.5236028e-09,1.1455564e-08,1.5170724e-09
1053,1.4486766e-08,2.7543518e-07,1.5074027e-08,2.7113856e-07
1054,3.6110407e-08,5.414389e-09,3.6957033e-08,5.4600915e-09
1055,7.651265e-09,8.5497376e-08,7.85664e-09,8.678793e-08
1056,5.6190843e-09,5.611106e-08,5.7623204e-09,5.5512533e-08
1057,7.154061e-08,2.3422206e-08,7.379403e-08,2.3973351e-08
1058,1.5686936e-08,5.727869e-09,1.6508624e-08,5.7163954e-09
1059,4.6054267e-09,3.4871732e-08,4.681642e-09,3.376441e-08
1060,1.334715e-08,2.8787375e-09,1.394991e-08,2.8700604e-09
1061,8.847699e-09,1.19133166e-08,8.842848e-09,1.2026587e-08
1062,1.8056963e-09,1.7927926e-08,1.8526274e-09,1.7705036e-08
1063,1.1132193e-08,4.925378e-09,1.1716432e-08,4.912856e-09
1064,2.0303442e-08,7.540111e-08,2.1103267e-08,7.604476e-08
1065,1.9100298e-07,8.125722e-06,1.9632277e-07,8.044353e-06
1066,2.8534373e-09,1.7840524e-08,2.8810048e-09,1.7997024e-08
1067,4.964852e-10,2.1793865e-07,4.974158e-10,2.2014794e-07
1068,2.7873553e-10,1.7995532e-08,2.7987107e-10,1.8242696e-08
1069,8.672297e-09,7.2141653e-09,8.760735e-09,7.1731825e-09
1070,1.06685e-08,2.5950123e-06,1.0977344e-08,2.5886795e-06
1071,9.563067e-09,4.892787e-08,9.6969615e-09,4.785273e-08
1072,1.651473e-09,2.0229809e-08,1.6828089e-09,2.0027455e-08
1073,1.668325e-09,6.549628e-09,1.7103059e-09,6.694475e-09
1074,2.3824176e-09,9.193274e-09,2.401967e-09,9.225905e-09
1075,2.1962512e-10,1.70227e-09,2.2227797e-10,1.6988773e-09
1076,2.8672192e-10,3.6664105e-09,2.7973668e-10,3.73026e-09
1077,8.66374e-09,7.3395896e-08,8.8284295e-09,7.555226e-08
1078,2.0268054e-09,6.1169083e-09,2.0663242e-09,6.145298e-09
1079,3.126254e-10,9.441e-09,3.1600095e-10,9.54021e-09
1080,3.48852e-10,1.3715e-09,3.6308437e-10,1.4210939e-09
1081,1.8220225e-09,3.1078066e-08,1.8563171e-09,3.0641555e-08
1082,5.9102184e-10,8.922351e-09,6.0575667e-10,9.209708e-09
1083,2.6301e-10,8.398365e-10,2.6835295e-10,8.497506e-10
1084,1.7484864e-10,1.6637862e-09,1.7782113e-10,1.5976778e-09
1085,6.3208126e-11,6.514644e-10,6.723159e-11,6.7230416e-10
1086,2.0074616e-10,4.9199618e-09,2.0129724e-10,5.045972e-09
1087,3.8066847e-10,5.3816716e-09,3.9566278e-10,5.3947296e-09
1088,1.2344933e-10,1.4838993e-09,1.3042822e-10,1.5103107e-09
1089,1.4367788e-10,4.5935105e-09,1.4882398e-10,4.6883737e-09
1090,3.020526e-10,1.1136431e-09,3.1189135e-10,1.0993046e-09
1091,8.19914e-11,2.2501258e-08,8.2642955e-11,2.2650173e-08
1092,4.9198484e-10,8.163555e-09,5.0020205e-10,8.293875e-09
1093,1.030552e-07,5.1776244e-08,1.0628675e-07,5.350451e-08
1094,5.479809e-11,5.178683e-09,5.409196e-11,5.2580766e-09
1095,2.0317e-10,1.8603119e-10,2.1088556e-10,1.9099326e-10
1096,1.3638515e-10,4.2548404e-10,1.3794976e-10,4.2246495e-10
1097,3.830904e-11,1.651783e-09,3.8616964e-11,1.6614136e-09
1098,1.0129031e-09,6.4498287e-09,1.0530419e-09,6.632168e-09
1099,1.6908428e-09,1.2878982e-09,1.6943146e-09,1.3027674e-09
1100,9.734509e-11,6.759836e-10,9.9156114e-11,6.7953776e-10
1101,1.7194655e-08,4.1833008e-08,1.6996493e-08,4.2652935e-08
1102,2.3855444e-09,1.8653519e-09,2.4395406e-09,1.922188e-09
1103,2.869667e-10,1.1710195e-09,2.8498853e-10,1.1919324e-09
1104,2.7576794e-10,5.0645816e-08,2.7941946e-10,5.117018e-08
1105,2.2581078e-06,9.452764e-09,2.338235e-06,9.881761e-09
1106,8.961136e-11,8.804539e-09,9.247052e-11,8.713626e-09
1107,4.1691256e-10,1.5135592e-08,4.285599e-10,1.557235e-08
1108,8.490174e-11,1.9350934e-09,8.6462816e-11,1.9831643e-09
1109,2.2470554e-09,5.462314e-10,2.2750033e-09,5.2673543e-10
1110,2.6825364e-09,5.449521e-09,2.9062126e-09,5.4873706e-09
1111,9.800061e-09,2.4119808e-09,9.807517e-09,2.4768645e-09
1112,9.90932e-09,1.9528428e-09,1.0062195e-08,1.9583202e-09
1113,4.8210427e-09,2.1494218e-07,4.9888285e-09,2.1670647e-07
1114,7.4015576e-09,7.846498e-09,7.5936475e-09,8.052192e-09
1115,2.1810584e-10,5.102188e-11,2.2568233e-10,5.037578e-11
1116,2.2120603e-09,1.38009e-09,2.2174402e-09,1.3855298e-09
1117,3.3679899e-09,1.8974091e-09,3.4224854e-09,1.944525e-09
1118,6.285879e-09,5.687313e-09,6.3947736e-09,5.861706e-09
1119,7.3637707e-10,7.1441635e-09,7.364463e-10,7.2893833e-09
1120,6.7211516e-09,3.8251585e-10,6.852654e-09,3.9373363e-10
1121,5.0714624e-09,1.1151287e-09,5.0775606e-09,1.1114806e-09
1122,2.1134646e-08,1.0426723e-08,2.2181018e-08,1.0435279e-08
1123,2.6184055e-09,5.196789e-09,2.715121e-09,5.32553e-09
1124,3.7935526e-09,2.064899e-09,3.8255092e-09,2.0953719e-09
1125,7.292101e-09,1.0781848e-09,7.560149e-09,1.082237e-09
1126,1.8751538e-09,1.5838701e-09,1.892177e-09,1.5771585e-09
1127,6.6581357e-10,1.0868364e-09,6.83022e-10,1.1187546e-09
1128,1.3380564e-08,1.9025581e-09,1.346491e-08,1.9301332e-09
1129,1.5021314e-09,2.0902062e-09,1.5168158e-09,2.1121198e-09
1130,6.342478e-10,4.9339277e-10,6.5881556e-10,5.190734e-10
1131,1.6082058e-08,3.0983607e-09,1.6363671e-08,3.074137e-09
1132,1.7893473e-09,7.4980794e-10,1.8387294e-09,7.1745426e-10
1133,5.957357e-08,3.0943141e-09,6.022766e-08,3.1821412e-09
1134,2.4462243e-09,9.984478e-10,2.4724174e-09,9.819374e-10
1135,2.7685556e-09,9.221268e-10,2.8896412e-09,9.309605e-10
1136,9.641573e-10,5.280013e-10,9.670273e-10,5.307567e-10
1137,1.3921225e-08,2.3470164e-09,1.4178757e-08,2.3674749e-09
1138,3.1548606e-09,1.4851834e-10,3.0521137e-09,1.4735155e-10
1139,9.2367074e-08,2.2879343e-09,9.400447e-08,2.3366538e-09
1140,2.4132683e-09,4.7439375e-10,2.5225884e-09,4.69598e-10
1141,1.2922319e-08,1.3061761e-09,1.2978889e-08,1.3168495e-09
1142,1.7411733e-08,7.637565e-09,1.8124641e-08,7.792641e-09
1143,5.9705214e-09,1.4994663e-08,6.108224e-09,1.5190592e-08
1144,1.655638e-09,1.195706e-08,1.6768666e-09,1.20778365e-08
1145,1.1506225e-09,1.1300145e-09,1.1653629e-09,1.1631663e-09
1146,2.2283873e-08,9.771431e-10,2.3041178e-08,9.666774e-10
1147,6.1825403e-09,1.4399552e-08,6.341395e-09,1.42166545e-08
